stop_id,stop_name,stop_lat,stop_lon                                                                                                                   
13401,Sestao,43.310243 ,-2.997303                                                                                                                     
13402,La Iberia (apd),43.311861 ,-3.00425                                                                                                             
13403,Portugalete,43.318728 ,-3.015567                                                                                                                
13404,PeÑota,43.329766 ,-3.031149                                                                                                                     
13405,Santurtzi,43.335671 ,-3.041196                                                                                                                  
13501,Galindo,43.300847 ,-3.021017                                                                                                                    
13502,Trapaga,43.30335  ,-3.0351                                                                                                                      
13503,Valle De Trapaga/Trapagaran,43.307763 ,-3.039786                                                                                                
13504,Ortuella,43.310251 ,-3.058531                                                                                                                   
13505,Putxeta,43.31623  ,-3.089951                                                                                                                    
13506,Muskiz,43.321472 ,-3.112317                                                                                                                     
13507,Urioste,43.306411 ,-3.046882                                                                                                                    
13508,Gallarta (apd),43.320472 ,-3.073542                                                                                                             
13509,Sagrada F.,43.308212 ,-3.052896                                                                                                                 
14202,Reinosa,42.995158 ,-4.139917                                                                                                                    
14203,Lantueno-Santiurde,43.064618 ,-4.086294                                                                                                         
14204,Pesquera,43.083718 ,-4.079594                                                                                                                   
14206,Barcena,43.130561 ,-4.056662                                                                                                                    
14207,Molledo-Portolin,43.146897 ,-4.043563                                                                                                           
14208,Santa Cruz De IguÑa,43.167067 ,-4.048194                                                                                                        
14209,Las Fraguas,43.194318 ,-4.057394                                                                                                                
14210,Los Corrales De Buelna,43.257961 ,-4.064679                                                                                                     
14211,Las Caldas De Besaya,43.295518 ,-4.075294                                                                                                       
14212,Viernoles,43.327437 ,-4.042475                                                                                                                  
14213,Torrelavega,43.33974  ,-4.02896                                                                                                                 
14214,Sierrapando,43.347118 ,-3.991694                                                                                                                
14215,Zurita,43.357826 ,-3.979697                                                                                                                     
14216,Renedo,43.355636 ,-3.953732                                                                                                                     
14217,Parbayon,43.375214 ,-3.90092                                                                                                                    
14218,Guarnizo,43.398271 ,-3.850226                                                                                                                   
14219,Boo,43.404295 ,-3.8432                                                                                                                          
14220,MaliaÑo,43.41664  ,-3.841901                                                                                                                    
14221,Muriedas,43.4265260,-3.8482400                                                                                                                  
14223,Santander,43.458575 ,-3.811223                                                                                                                  
14230,Valdecilla,43.450492 ,-3.838889                                                                                                                 
14231,Nueva MontaÑa,43.445244 ,-3.846303                                                                                                              
14232,Lombera,43.276219 ,-4.071153                                                                                                                    
14233,Rio Ebro,43.025658 ,-4.097112                                                                                                                   
14234,Pujayo,43.123726 ,-4.08172                                                                                                                      
14235,Arenas De IguÑa,43.186618 ,-4.054394                                                                                                            
14236,VioÑo,43.360717 ,-3.964874                                                                                                                      
14237,Muriedas-Bahia,43.435311 ,-3.850821                                                                                                             
15118,Fierros,43.07152  ,-5.769496                                                                                                                    
15119,La Frecha,43.09722  ,-5.797896                                                                                                                  
15120,Campumanes,43.11112  ,-5.814196                                                                                                                 
15121,La Cobertoria,43.130231 ,-5.812825                                                                                                              
15122,La Pola,43.158942 ,-5.831075                                                                                                                    
15123,Vil.layana,43.186778 ,-5.803633                                                                                                                 
15200,Uxo,43.20702  ,-5.791496                                                                                                                        
15202,Santuyano,43.214944 ,-5.785817                                                                                                                  
15203,Mieres Del Camín,43.250027 ,-5.78028                                                                                                            
15205,AblaÑa,43.267493 ,-5.804693                                                                                                                     
15206,La Perea,43.277234 ,-5.812279                                                                                                                   
15207,Olloniego/Lluniego,43.29622  ,-5.819295                                                                                                         
15208,Soto Rei/Soto De Rey,43.30762  ,-5.856895                                                                                                       
15209,Les Segaes/Las Segadas De Abajo,43.312842 ,-5.86918                                                                                             
15210,El Caleyu,43.33042  ,-5.868395                                                                                                                  
15211,Oviedo/Uviéu,43.366841 ,-5.854263                                                                                                               
15212,Lugones/Llugones,43.40347  ,-5.812935                                                                                                           
15217,La Corredoria,43.383422 ,-5.830233                                                                                                              
15218,Llamaquique,43.355864 ,-5.855475                                                                                                                
15300,Lugo De Llanera,43.445519 ,-5.817438                                                                                                            
15301,Villabona,43.46082  ,-5.825595                                                                                                                  
15302,Serín,43.50482  ,-5.780395                                                                                                                      
15303,Montiana,43.527578 ,-5.735516                                                                                                                   
15305,Tabladiello,43.474597 ,-5.802526                                                                                                                
15400,VeriÑa,43.54092  ,-5.725018                                                                                                                     
15401,La Calzada,43.534132 ,-5.70981                                                                                                                  
15410,Gijón/Xixón,43.535175 ,-5.698318                                                                                                                
16001,Santolaya,43.31742  ,-5.812495                                                                                                                  
16002,Veguín,43.33152  ,-5.772595                                                                                                                     
16005,PeÑarrubia,43.32212  ,-5.722295                                                                                                                 
16006,Barros,43.3178079,-5.7109228                                                                                                                    
16008,La Felguera,43.304594 ,-5.692439                                                                                                                
16009,Sama,43.291503 ,-5.679332                                                                                                                       
16010,CiaÑu,43.289192 ,-5.66793                                                                                                                       
16011,L'entregu/El Entrego,43.289009 ,-5.631813                                                                                                       
16301,FerroÑes,43.475556 ,-5.861372                                                                                                                   
16302,Cancienes,43.51582  ,-5.869095                                                                                                                  
16400,Nubledo/Nubleo,43.52212  ,-5.869295                                                                                                             
16401,Villalegre,43.536871 ,-5.896108                                                                                                                 
16402,La Rocica,43.5467   ,-5.9052                                                                                                                    
16403,Avilés,43.561191 ,-5.922576                                                                                                                     
16405,San Xuan,43.58952  ,-5.932595                                                                                                                   
16408,Los Campos,43.536675 ,-5.885115                                                                                                                 
17000,Madrid-Chamartin-Clara Campoamor,40.4720993,-3.6824687                                                                                          
17001,Fuencarral (apt),40.5015242,-3.6824808                                                                                                          
17003,El Goloso (apd),40.5587539,-3.7139504                                                                                                           
17004,Tres Cantos (apt),40.5985252,-3.7155822                                                                                                         
17005,Colmenar Viejo,40.6451853,-3.7765198                                                                                                            
17009,Universidad Canto Blanco,40.5438226,-3.7001834                                                                                                  
18000,Madrid - Atocha Cercanías,40.4061556,-3.6889579                                                                                                 
18001,Madrid-Recoletos,40.4234123,-3.6908535                                                                                                          
18002,Madrid-Nuevos Ministerios,40.4466171,-3.6923408                                                                                                 
18003,M.alvaro-P,40.3956167,-3.6777094                                                                                                                
18004,Delicias,40.4003715,-3.692763                                                                                                                   
18005,Piramides,40.4025917,-3.7113344                                                                                                                 
18101,Madrid-Sol,40.4168778,-3.7032107                                                                                                                
19001,U.p.comill,40.554058 ,-3.683335                                                                                                                 
19002,Valdelasfu,40.5474433,-3.6543338                                                                                                                
19003,Alcob.sseb,40.546566 ,-3.6351819                                                                                                                
35001,Leganes,40.3286349,-3.7711552                                                                                                                   
35002,Fuenlabrada,40.2833747,-3.7994538                                                                                                               
35009,Zarzaquemada,40.3406009,-3.7482111                                                                                                              
35010,La Serna,40.2967500,-3.7926450                                                                                                                  
35011,P.polvoran,40.3125398,-3.7835135                                                                                                                
35012,Humanes,40.2556903,-3.8286016                                                                                                                   
35600,Madrid-Aluche,40.3856315,-3.7607442                                                                                                             
35601,Fanjul,40.3836517,-3.7685682                                                                                                                    
35602,Las Aguilas,40.3811836,-3.7802739                                                                                                               
35603,Cuatro Vientos,40.3777633,-3.7914876                                                                                                            
35604,San Jose De Valderas,40.3565467,-3.8155715                                                                                                      
35605,Alcorcon,40.3502521,-3.8320940                                                                                                                  
35606,Mostoles,40.3284890,-3.8638111                                                                                                                  
35607,Mostoles El Soto,40.330971 ,-3.882441                                                                                                           
35608,Laguna,40.3991775,-3.7442226                                                                                                                    
35609,Embajador.,40.4051246,-3.7026286                                                                                                                
35610,L. Retamas,40.3420458,-3.8424115                                                                                                                
35702,Doce Octub,40.3790374,-3.6988513                                                                                                                
35703,Orcasitas,40.3666963,-3.7046002                                                                                                                 
35704,Puente Alcocer,40.3504002,-3.7051062                                                                                                            
37001,Madrid-Villaverde Alto,40.3415512,-3.7115464                                                                                                    
37002,Getafe Centro,40.3098934,-3.7340237                                                                                                             
37010,Margaritas,40.3229367,-3.7272747                                                                                                                
37011,Getafe S-3,40.2882215,-3.7375106                                                                                                                
37012,Parla,40.2411556,-3.7692726                                                                                                                     
40113,Cazalla-Constantina,37.9327717,-5.7044058                                                                                                       
40114,Fabrica Del Pedroso,37.8624888,-5.7403111                                                                                                       
40115,Pedroso,37.8373261,-5.7624477                                                                                                                   
40118,Arenillas (apt-Cgd),37.7009472,-5.7502583                                                                                                       
40119,Villanueva Del Rio-Minas,37.6616071,-5.7121550                                                                                                  
40121,Alcolea Del Rio,37.6354388,-5.7308277                                                                                                           
40122,Tocina,37.6092611,-5.7316916                                                                                                                    
43000,San Jeronimo,37.434667 ,-5.982378                                                                                                               
43002,Camas,37.4017138,-6.0371611                                                                                                                     
43003,Villanueva Ariscal Y Oliv. (apt),37.4070916,-6.1482194                                                                                          
43004,Sanlucar La Mayor (apd-Cgd),37.3814027,-6.1939333                                                                                               
43005,Benacazon,37.3567611,-6.2082805                                                                                                                 
43026,Valencina-Santiponce,37.42963  ,-6.065401                                                                                                       
43027,Salteras,37.4106611,-6.0988333                                                                                                                  
50600,Lora Del Rio,37.6613027,-5.5295472                                                                                                              
50602,Guadajoz,37.5813944,-5.6699222                                                                                                                  
50700,Los Rosales,37.5898444,-5.7261638                                                                                                               
50701,Cantillana,37.5742444,-5.8031861                                                                                                                
50702,Brenes,37.5462666,-5.8667722                                                                                                                    
50703,La Rinconada,37.4800777,-5.9401246                                                                                                              
50704,El CaÑamo,37.488    ,-5.9312                                                                                                                    
51003,Sevilla-Santa Justa,37.3921277,-5.9752694                                                                                                       
51009,P.congreso,37.4037820,-5.9362556                                                                                                                
51010,P.pio Palm,37.3708446,-5.9394732                                                                                                                
51050,Cartuja,37.4078985,-6.0098499                                                                                                                   
51051,Est.olimp,37.4172225,-6.0074834                                                                                                                 
51100,Sevilla-San Bernardo,37.3775194,-5.9796                                                                                                         
51103,Dos Hermanas,37.2872   ,-5.9235192                                                                                                              
51104,Don Rodrigo (apt),37.2330760,-5.8467420                                                                                                         
51110,Sevilla-Virgen Del Rocio,37.3628   ,-5.9760111                                                                                                  
51111,Bellavista,37.3214916,-5.9641861                                                                                                                
51112,Cantaelgallo,37.2781444,-5.9104055                                                                                                              
51113,Jardines De Hércules,37.33273  ,-5.964503                                                                                                       
51200,Utrera,37.1845444,-5.7907966                                                                                                                    
51202,Las Cabezas De San Juan,37.0193453,-5.9465554                                                                                                   
51203,Lebrija,36.9299735,-6.0864165                                                                                                                   
51205,Jerez Aeropuerto,36.751147 ,-6.066664                                                                                                           
51300,Jerez De La Frontera,36.6800290,-6.1264716                                                                                                      
51400,Puerto De Santa Maria,36.6037962,-6.2171641                                                                                                     
51401,Puerto Real,36.5309277,-6.1861944                                                                                                               
51402,San Fernando Centro,36.4757694,-6.1940833                                                                                                       
51404,Segunda Aguada,36.5134777,-6.2770083                                                                                                            
51405,Cadiz,36.5290083,-6.2882055                                                                                                                     
51406,San Fernando-Bahia Sur,36.4680361,-6.2067638                                                                                                    
51407,Cadiz-Cortadura,36.4943222,-6.2682444                                                                                                           
51409,Cadiz-Estadio,36.5028972,-6.2720638                                                                                                             
51414,San Severiano,36.5215444,-6.28075                                                                                                               
51415,Las Aletas,36.5446083,-6.199                                                                                                                    
51416,Universidad,36.5300472,-6.2050222                                                                                                               
51417,Valdelagrana,36.5848055,-6.2160444                                                                                                              
54405,Alora,36.819825 ,-4.6994424                                                                                                                     
54406,Pizarra,36.7640611,-4.7116694                                                                                                                   
54407,Aljaima,36.7331166,-4.6644194                                                                                                                   
54408,Cartama,36.7337555,-4.6082320                                                                                                                   
54410,Campanillas (apt),36.7047333,-4.5456194                                                                                                         
54412,Los Prados,36.6985157,-4.4781625                                                                                                                
54413,Malaga-M.z.,36.7102500,-4.4329010                                                                                                               
54501,Victoria Kent,36.7011222,-4.4544444                                                                                                             
54503,Guadalhorce (apd),36.6920138,-4.4838277                                                                                                         
54505,Málaga Aeropuerto,36.6757   ,-4.48725                                                                                                           
54508,La Colina (apd),36.6418944,-4.4926472                                                                                                           
54509,Torremolinos,36.6225361,-4.4995805                                                                                                              
54510,El Pinillo (apd),36.6098194,-4.5153694                                                                                                          
54511,Benalmadena/Arroyo De La Miel,36.5990583,-4.5362333                                                                                             
54512,Torremuelle-Benalmadena (apt),36.5822333,-4.5671138                                                                                             
54513,Carvajal (apt),36.5701333,-4.593975                                                                                                             
54514,Torreblanca (apd),36.5649222,-4.6067666                                                                                                         
54515,Los Boliches (apd),36.5549140,-4.6143560                                                                                                        
54516,Fuengirola,36.5429388,-4.6228027                                                                                                                
54517,Malaga C.a,36.7180455,-4.4167842                                                                                                                
54518,Los Alamos (apd),36.6450055,-4.4851111                                                                                                          
54519,Montemar A,36.6138388,-4.5091305                                                                                                                
54520,Plza.mayor,36.6561722,-4.4803138                                                                                                                
60100,Madrid-Villaverde Bajo,40.3536351,-3.6839896                                                                                                    
60101,San Cristobal Industrial,40.3319352,-3.6986743                                                                                                  
60102,Getafe Industrial (alicante),40.3054448,-3.7078159                                                                                              
60103,Pinto,40.2427782,-3.7036626                                                                                                                     
60104,Valdemoro,40.1960018,-3.6649777                                                                                                                 
60105,Ciempozuelos,40.1590740,-3.6101107                                                                                                              
60107,San Cristobal De Los Angeles,40.3408068,-3.6839943                                                                                              
60109,El Casar,40.3186333,-3.7100083                                                                                                                  
60200,Aranjuez,40.0348585,-3.6182315                                                                                                                  
60911,Alicante/Alacant,38.34445  ,-0.4950527                                                                                                          
60913,Sant Vicent Centre,38.3972495,-0.5326435                                                                                                        
60914,Universidad De Alicante,38.3847998,-0.5281080                                                                                                   
61200,Murcia,37.97465  ,-1.1299555                                                                                                                    
62001,Beniel,38.0447361,-0.9994472                                                                                                                    
62002,Orihuela-Miguel Hernandez,38.0779194,-0.94445                                                                                                   
62003,Callosa De Segura,38.1235694,-0.8732888                                                                                                         
62100,Albatera-Catral,38.1670972,-0.8383583                                                                                                           
62101,Crevillent,38.2245805,-0.7817972                                                                                                                
62102,Elche/Elx Carrus,38.2690055,-0.7063555                                                                                                          
62103,Elche Parque/Elx Parc,38.2717784,-0.6952109                                                                                                     
62104,Torrellano,38.2896027,-0.5825138                                                                                                                
62108,Elx-Mercancias,38.2785340,-0.6536870                                                                                                            
62109,Sant Gabriel,38.3287722,-0.5089444                                                                                                              
64003,Moixent/Mogente,38.8776138,-0.7536722                                                                                                           
64004,Vallada (apt-Cgd),38.9088166,-0.6902666                                                                                                         
64005,Montesa (apt),38.9428444,-0.6411055                                                                                                             
64006,Alcudia,38.9690638,-0.5864111                                                                                                                   
64007,L.enova Manuel,39.0501935,-0.4778516                                                                                                            
64100,Xativa,38.9920972,-0.5244888                                                                                                                    
64102,La Pobla Llarga,39.083475 ,-0.4697027                                                                                                           
64103,Carcaixent,39.1204694,-0.4543833                                                                                                                
64104,Alzira,39.1531194,-0.4506000                                                                                                                    
64105,Algemesi,39.1931111,-0.4409083                                                                                                                  
64107,Benifaio-Almussafes,39.2842194,-0.4299500                                                                                                       
64200,Silla,39.3617388,-0.4149472                                                                                                                     
64201,Catarroja,39.3999611,-0.3991916                                                                                                                 
64202,Massanassa,39.4091638,-0.3953194                                                                                                                
64203,Alfafar-Benetusser,39.4223277,-0.3926                                                                                                           
65000,Valencia-Estacio Del Nord,39.4669346,-0.3771842                                                                                                 
65001,Roca-Cuper,39.5261277,-0.3237777                                                                                                                
65002,Valencia F.s.l-Hospital La Fe,39.4414666,-0.3698944                                                                                             
65003,Valencia-Cabanyal,39.4689527,-0.3345694                                                                                                         
65005,Albuixech,39.5433   ,-0.3205777                                                                                                                 
65006,Massalfassar-Albuixech,39.5556333,-0.3182861                                                                                                    
65007,El Puig,39.5882111,-0.3116472                                                                                                                   
65008,Puçol,39.6171903,-0.3048578                                                                                                                     
65200,Sagunt/Sagunto,39.6756611,-0.2715972                                                                                                            
65201,Les Valls,39.7192801,-0.2397542                                                                                                                 
65202,Almenara,39.7487555,-0.2183805                                                                                                                  
65203,La Llosa,39.7680118,-0.2030695                                                                                                                  
65204,Chilches,39.7825944,-0.1903333                                                                                                                  
65205,Moncofa,39.8208638,-0.1626861                                                                                                                   
65206,Nules-La Vilavella,39.8531222,-0.1527555                                                                                                        
65207,Burriana-Alquerias NiÑo Perdido,39.8964287,-0.1038666                                                                                           
65208,Vila-Real,39.9330222,-0.0967722                                                                                                                 
65209,Almassora/Almazora,39.9548444,-0.0767722                                                                                                        
65300,Castello,39.9882552,-0.0524126                                                                                                                  
65304,Orpesa/Oropesa Del Mar,40.0922580,0.13986100                                                                                                    
65306,Torreblanca,40.2122110,0.19877900                                                                                                               
65308,Alcala De Xivert,40.3046900,0.22871700                                                                                                          
65311,Benicarlo-PeÑiscola,40.4276390,0.41521700                                                                                                       
65312,Vinaros,40.4716820,0.45572700                                                                                                                   
65314,Ulldecona -Alcanar-La Senia,40.5959240,0.44927000                                                                                               
65318,Benicassim,40.0579451,0.05776460                                                                                                                
65400,Tortosa,40.8073390,0.52293700                                                                                                                   
65401,Camp-Redo,40.7591350,0.55583400                                                                                                                 
65402,L'aldea-Amposta-Tortosa,40.7535420,0.61431400                                                                                                   
65403,Camarles-Deltebre,40.7747570,0.67164700                                                                                                         
65404,L'ampolla-El Perello-Deltebre,40.8120110,0.70822100                                                                                             
65405,L'ametlla De Mar,40.8861880,0.80042700                                                                                                          
65407,L'hospitalet De L'infant,40.9958630,0.92073300                                                                                                  
65409,Cambrils,41.0816480,1.0460550                                                                                                                   
65411,Salou - Port Aventura,41.0870700,1.14548600                                                                                                     
65420,L'hospitalet De L'infant,40.9958630,0.92073300                                                                                                  
65422,Cambrils,41.0816480,1.0460550                                                                                                                   
66200,Utiel,39.5717140,-1.2036330                                                                                                                     
66201,San Antonio De Requena,39.5222444,-1.1503527                                                                                                    
66202,Requena,39.4912   ,-1.104675                                                                                                                    
66203,El Rebollar,39.4772611,-1.0115972                                                                                                               
66204,Siete Aguas,39.4568638,-0.9030444                                                                                                               
66205,Venta Mina-Siete Aguas,39.4542861,-0.8701861                                                                                                    
66206,BuÑol,39.427175 ,-0.7868888                                                                                                                     
66207,Chiva,39.4710444,-0.7228888                                                                                                                     
66208,Cheste,39.4908222,-0.6862916                                                                                                                    
66209,Loriguilla-Reva,39.4857027,-0.5673694                                                                                                           
66210,Circuit Ricardo Tormo,39.4955527,-0.6255277                                                                                                     
66211,Aldaia,39.4610444,-0.4632388                                                                                                                    
66212,Valencia Sant Isidre,39.4526833,-0.4058694                                                                                                      
66214,Xirivella-Alqueries,39.4625527,-0.4321861                                                                                                       
67211,Caudiel (apt),39.9473166,-0.5720277                                                                                                             
67212,Jerica-Viver (apt),39.9146309,-0.5689031                                                                                                        
67213,Navajas (apt),39.8740271,-0.5060235                                                                                                             
67214,Segorbe-Arrabal,39.85445  ,-0.4932694                                                                                                           
67215,Segorbe,39.8469583,-0.4824138                                                                                                                   
67216,Algimia-C,39.7460638,-0.3673135                                                                                                                 
67217,Soneja,39.81255  ,-0.4318972                                                                                                                    
67221,Estivella-Albalat Dels Tarongers,39.7063753,-0.3483269                                                                                          
67223,Gilet (apd),39.6792861,-0.3206055                                                                                                               
69101,El Romani,39.3029777,-0.3941055                                                                                                                 
69102,Sollana (apt),39.2793083,-0.3793138                                                                                                             
69103,Sueca,39.2055611,-0.307825                                                                                                                      
69104,Cullera,39.1778305,-0.2632361                                                                                                                   
69105,Tavernes De La Valldigna,39.0790027,-0.2262833                                                                                                  
69107,Xeraco,39.0262694,-0.2146694                                                                                                                    
69110,Gandia,38.9702805,-0.1797722                                                                                                                    
69111,Platja-Gan,38.9913319,-0.1611829                                                                                                                
69200,Xiriv_l´al,39.4636472,-0.4209361                                                                                                                
70001,Vallecas,40.3820447,-3.6246888                                                                                                                  
70002,Asamblea De Mad. Entrevias,40.3816176,-3.6679819                                                                                                
70003,El Pozo,40.3760524,-3.6562354                                                                                                                   
70100,Vicalvaro,40.4012112,-3.5959811                                                                                                                 
70101,San Fernando Henares,40.4425370,-3.5344609                                                                                                      
70102,Torrejon De Ardoz,40.4547384,-3.4797415                                                                                                         
70103,Alcala De Henares,40.4889113,-3.3662523                                                                                                         
70104,Meco (apd-Cgd),40.5344356,-3.2990455                                                                                                            
70105,Azuqueca,40.5610437,-3.2653569                                                                                                                  
70107,Alcala Henares-Universidad (apd),40.5052933,-3.3352443                                                                                          
70108,Coslada (apd),40.4232210,-3.5611137                                                                                                             
70109,Santa Eugenia,40.3869128,-3.6089604                                                                                                             
70111,La Garena,40.4804888,-3.3930758                                                                                                                 
70112,Soto Del Henares,40.4638889,-3.4422222                                                                                                          
70200,Guadalajara,40.6441032,-3.1822298                                                                                                               
70800,Casetas,41.72265  ,-1.020175                                                                                                                    
70801,Utebo,41.7105305,-0.9979222                                                                                                                     
70806,Zaragoza Portillo,41.651563 ,-0.89466                                                                                                           
70807,Zaragoza Goya,41.644103 ,-0.891188                                                                                                              
71100,Zaragoza Miraflores,41.62977  ,-0.863064                                                                                                        
71102,El Burgo De Ebro,41.5665270,-0.7398390                                                                                                          
71103,Fuentes De Ebro,41.5150650,-0.6186250                                                                                                           
71104,Pina De Ebro,41.4800970,-0.5572770                                                                                                              
71105,Quinto,41.4195280,-0.4906730                                                                                                                    
71108,La Zaida-Sastago,41.3205420,-0.4271150                                                                                                          
71109,Azaila,41.2761780,-0.4858230                                                                                                                    
71200,La Puebla De Hijar,41.2244000,-0.4385950                                                                                                        
71201,Samper,41.1821830,-0.3687610                                                                                                                    
71202,Escatron,41.2126740,-0.2899790                                                                                                                  
71203,Chiprana,41.2315810,-0.1544950                                                                                                                  
71204,Caspe,41.2397380,-0.0427010                                                                                                                     
